transaction_id,timestamp,sender_id,receiver_id,amount,transaction_type,device_id,ip_address,is_fraud
TXN000029,1774545936,ACC_N4377,ACC_N4685,481.48,DEPOSIT,DEV_N4684,192.168.1.62,0
TXN000030,1774545937,ACC_N1139,ACC_N2542,162.93,TRANSFER,DEV_N3600,192.168.1.84,0
TXN000031,1774545942,ACC_N2497,ACC_N1973,449.98,DEPOSIT,DEV_N4379,192.168.1.97,0
TXN000032,1774545945,ACC_N3725,ACC_N1195,364.61,PAYMENT,DEV_N2872,192.168.1.166,0
TXN000033,1774545949,ACC_N4780,ACC_N3883,160.21,TRANSFER,DEV_N1235,192.168.1.211,0
TXN000034,1774545952,ACC_N2127,ACC_N4216,77.38,DEPOSIT,DEV_N2904,192.168.1.147,0
TXN000035,1774545956,ACC_N4806,ACC_N3141,12.05,DEPOSIT,DEV_N1258,192.168.1.196,0
TXN000036,1774545960,ACC_N4714,ACC_N3310,183.93,DEPOSIT,DEV_N1600,192.168.1.179,0
TXN000037,1774545965,ACC_N1145,ACC_N2713,384.5,DEPOSIT,DEV_N2451,192.168.1.40,0
TXN000038,1774545968,ACC_N3014,ACC_N1054,447.01,DEPOSIT,DEV_N2764,192.168.1.227,0
TXN000039,1774545970,ACC_N1162,ACC_N2830,480.23,DEPOSIT,DEV_N4949,192.168.1.207,0
TXN000040,1774545971,ACC_N1276,ACC_N4679,155.6,PAYMENT,DEV_N1675,192.168.1.177,0
TXN000041,1774545972,ACC_N4585,ACC_N4846,69.53,TRANSFER,DEV_N2527,192.168.1.202,0
TXN000042,1774545977,ACC_N3619,ACC_N4398,499.8,PAYMENT,DEV_N3004,192.168.1.234,0
TXN000043,1774545980,ACC_N2181,ACC_N2447,100.65,DEPOSIT,DEV_N4458,192.168.1.104,0
TXN000044,1774545984,ACC_N1482,ACC_N2776,466.72,PAYMENT,DEV_N4231,192.168.1.158,0
TXN000045,1774545987,ACC_N1267,ACC_N1337,384.06,PAYMENT,DEV_N3922,192.168.1.54,0
TXN000046,1774545991,ACC_N1459,ACC_N4579,119.25,TRANSFER,DEV_N2727,192.168.1.158,0
TXN000047,1774545994,ACC_N4813,ACC_N1626,457.85,PAYMENT,DEV_N4679,192.168.1.77,0
TXN000048,1774545996,ACC_N2881,ACC_N1202,237.79,DEPOSIT,DEV_N1387,192.168.1.48,0
TXN000049,1774546000,ACC_N3038,ACC_N2366,10.59,TRANSFER,DEV_N1029,192.168.1.125,0
TXN000050,1774546001,ACC_N1079,ACC_N3429,182.91,DEPOSIT,DEV_N1072,192.168.1.189,0
TXN000051,1774546005,ACC_N1004,ACC_N1910,408.99,PAYMENT,DEV_N1728,192.168.1.232,0
TXN000052,1774546006,ACC_N2813,ACC_N3155,135.82,PAYMENT,DEV_N2992,192.168.1.69,0
TXN000053,1774546011,ACC_N1182,ACC_N3983,67.41,DEPOSIT,DEV_N2433,192.168.1.244,0
TXN000054,1774546014,ACC_N3193,ACC_N1232,375.34,PAYMENT,DEV_N3617,192.168.1.211,0
TXN000055,1774546019,ACC_N1012,ACC_N1223,424.1,DEPOSIT,DEV_N1940,192.168.1.58,0
TXN000056,1774546023,ACC_N3014,ACC_N4011,375.74,TRANSFER,DEV_N4247,192.168.1.131,0
TXN000057,1774546025,ACC_N1517,ACC_N1771,353.14,DEPOSIT,DEV_N1673,192.168.1.127,0
TXN000058,1774546027,ACC_F100,ACC_F100,9890.17,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000059,1774546031,ACC_N1393,ACC_N2008,331.77,TRANSFER,DEV_N4891,192.168.1.87,0
TXN000060,1774546032,ACC_N4070,ACC_N2494,59.9,DEPOSIT,DEV_N4317,192.168.1.150,0
TXN000061,1774546036,ACC_N2883,ACC_N2011,93.57,DEPOSIT,DEV_N3823,192.168.1.249,0
TXN000062,1774546037,ACC_N1683,ACC_N4067,325.79,PAYMENT,DEV_N1760,192.168.1.33,0
TXN000063,1774546041,ACC_N4590,ACC_N2726,74.86,TRANSFER,DEV_N1689,192.168.1.60,0
TXN000064,1774546045,ACC_N4175,ACC_N4139,476.26,PAYMENT,DEV_N1203,192.168.1.243,0
TXN000065,1774546047,ACC_N3722,ACC_N1231,134.34,PAYMENT,DEV_N4536,192.168.1.182,0
TXN000066,1774546048,ACC_N4817,ACC_N3622,237.34,DEPOSIT,DEV_N2216,192.168.1.18,0
TXN000067,1774546050,ACC_N1883,ACC_N4793,60.11,DEPOSIT,DEV_N1024,192.168.1.215,0
TXN000068,1774546054,ACC_N4741,ACC_N2219,81.58,DEPOSIT,DEV_N2400,192.168.1.164,0
TXN000069,1774546056,ACC_N1973,ACC_N1567,234.29,TRANSFER,DEV_N3697,192.168.1.229,0
TXN000070,1774546060,ACC_N3973,ACC_N4039,457.52,PAYMENT,DEV_N3450,192.168.1.30,0
TXN000071,1774546064,ACC_N2641,ACC_N1554,307.54,PAYMENT,DEV_N2957,192.168.1.130,0
TXN000072,1774546066,ACC_N1690,ACC_N3330,375.41,TRANSFER,DEV_N1473,192.168.1.44,0
TXN000073,1774546069,ACC_F105,ACC_F101,8664.64,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000074,1774546074,ACC_N2205,ACC_N3006,451.54,DEPOSIT,DEV_N2521,192.168.1.189,0
TXN000075,1774546077,ACC_N1971,ACC_N4853,182.97,DEPOSIT,DEV_N2365,192.168.1.57,0
TXN000076,1774546081,ACC_N2052,ACC_N1489,431.37,TRANSFER,DEV_N2548,192.168.1.36,0
TXN000077,1774546085,ACC_N2835,ACC_N1038,54.03,DEPOSIT,DEV_N3507,192.168.1.242,0
TXN000078,1774546088,ACC_N3215,ACC_N4416,324.21,DEPOSIT,DEV_N2748,192.168.1.223,0
TXN000079,1774546092,ACC_N4205,ACC_N4546,254.29,TRANSFER,DEV_N2725,192.168.1.73,0
TXN000080,1774546093,ACC_N4154,ACC_N4954,443.01,TRANSFER,DEV_N3131,192.168.1.203,0
TXN000081,1774546096,ACC_N2085,ACC_N4169,107.7,PAYMENT,DEV_N1459,192.168.1.222,0
TXN000082,1774546099,ACC_N3864,ACC_N4930,222.32,PAYMENT,DEV_N2291,192.168.1.125,0
TXN000083,1774546102,ACC_N1835,ACC_N2090,278.13,TRANSFER,DEV_N1584,192.168.1.26,0
TXN000084,1774546105,ACC_F103,ACC_F101,9387.54,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000085,1774546108,ACC_F100,ACC_F102,9235.89,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000086,1774546110,ACC_N3533,ACC_N4170,370.65,TRANSFER,DEV_N4645,192.168.1.90,0
TXN000087,1774546113,ACC_N1807,ACC_N3705,131.1,DEPOSIT,DEV_N3553,192.168.1.96,0
TXN000088,1774546116,ACC_N1434,ACC_N3144,171.44,PAYMENT,DEV_N1042,192.168.1.140,0
TXN000089,1774546119,ACC_N2657,ACC_N4724,476.22,PAYMENT,DEV_N3795,192.168.1.83,0
TXN000090,1774546122,ACC_N2593,ACC_N2708,401.32,TRANSFER,DEV_N4854,192.168.1.234,0
TXN000091,1774546124,ACC_N4738,ACC_N4831,126.22,PAYMENT,DEV_N1019,192.168.1.180,0
TXN000092,1774546127,ACC_N3718,ACC_N4009,348.84,DEPOSIT,DEV_N4710,192.168.1.235,0
TXN000093,1774546130,ACC_N4456,ACC_N2141,253.04,TRANSFER,DEV_N1490,192.168.1.52,0
TXN000094,1774546134,ACC_N4292,ACC_N1442,128.15,TRANSFER,DEV_N2745,192.168.1.32,0
TXN000095,1774546135,ACC_N1652,ACC_N1296,422.65,TRANSFER,DEV_N2646,192.168.1.120,0
TXN000096,1774546137,ACC_N1500,ACC_N2473,355.45,PAYMENT,DEV_N2940,192.168.1.167,0
TXN000097,1774546140,ACC_N1152,ACC_N4767,92.21,PAYMENT,DEV_N2025,192.168.1.162,0
TXN000098,1774546141,ACC_N4423,ACC_N1719,307.03,PAYMENT,DEV_N4000,192.168.1.203,0
TXN000099,1774546142,ACC_N3181,ACC_N1835,288.16,PAYMENT,DEV_N1370,192.168.1.121,0
TXN000100,1774546145,ACC_N3031,ACC_N3132,144.77,TRANSFER,DEV_N3623,192.168.1.140,0
TXN000101,1774546147,ACC_N2240,ACC_N1166,94.78,PAYMENT,DEV_N1843,192.168.1.101,0
TXN000102,1774546148,ACC_N1168,ACC_N1906,72.39,DEPOSIT,DEV_N2537,192.168.1.30,0
TXN000103,1774546152,ACC_N4072,ACC_N4717,263.64,DEPOSIT,DEV_N3713,192.168.1.43,0
TXN000104,1774546156,ACC_N3645,ACC_N1469,486.71,PAYMENT,DEV_N1875,192.168.1.94,0
TXN000105,1774546158,ACC_N4907,ACC_N3772,317.26,DEPOSIT,DEV_N4412,192.168.1.3,0
TXN000106,1774546162,ACC_N1732,ACC_N4058,201.34,PAYMENT,DEV_N2094,192.168.1.35,0
TXN000107,1774546165,ACC_N1039,ACC_N1474,456.62,TRANSFER,DEV_N4806,192.168.1.144,0
TXN000108,1774546166,ACC_N2160,ACC_N2333,204.22,PAYMENT,DEV_N1820,192.168.1.244,0
TXN000109,1774546167,ACC_N2096,ACC_N4007,205.05,PAYMENT,DEV_N1865,192.168.1.152,0
TXN000110,1774546171,ACC_N3896,ACC_N1263,145.1,TRANSFER,DEV_N2258,192.168.1.80,0
TXN000111,1774546175,ACC_F103,ACC_F105,6792.44,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000112,1774546179,ACC_N2375,ACC_N1171,373.23,TRANSFER,DEV_N2010,192.168.1.181,0
TXN000113,1774546181,ACC_N3355,ACC_N4014,127.82,PAYMENT,DEV_N1063,192.168.1.174,0
TXN000114,1774546186,ACC_N2249,ACC_N3123,437.47,DEPOSIT,DEV_N1912,192.168.1.105,0
TXN000115,1774546189,ACC_N4536,ACC_N4588,377.37,DEPOSIT,DEV_N4581,192.168.1.41,0
TXN000116,1774546191,ACC_N4786,ACC_N2015,101.5,DEPOSIT,DEV_N4409,192.168.1.107,0
TXN000117,1774546193,ACC_N2012,ACC_N4935,27.6,DEPOSIT,DEV_N4433,192.168.1.173,0
TXN000118,1774546195,ACC_N3158,ACC_N3657,152.69,TRANSFER,DEV_N3983,192.168.1.210,0
TXN000119,1774546197,ACC_N3534,ACC_N1761,403.58,PAYMENT,DEV_N4137,192.168.1.146,0
TXN000120,1774546200,ACC_N1089,ACC_N2804,374.51,PAYMENT,DEV_N4141,192.168.1.121,0
TXN000121,1774546201,ACC_N4161,ACC_N1716,466.29,TRANSFER,DEV_N2581,192.168.1.51,0
TXN000122,1774546202,ACC_N4321,ACC_N4293,484.36,PAYMENT,DEV_N4652,192.168.1.123,0
TXN000123,1774546205,ACC_N2048,ACC_N2058,269.72,DEPOSIT,DEV_N1908,192.168.1.121,0
TXN000124,1774546210,ACC_N1701,ACC_N4919,45.89,DEPOSIT,DEV_N4979,192.168.1.89,0
TXN000125,1774546212,ACC_N3359,ACC_N3947,258.15,DEPOSIT,DEV_N2508,192.168.1.8,0
TXN000126,1774546213,ACC_N1796,ACC_N1840,33.9,TRANSFER,DEV_N3572,192.168.1.88,0
TXN000127,1774546215,ACC_N4139,ACC_N1756,41.22,PAYMENT,DEV_N4918,192.168.1.126,0
TXN000128,1774546218,ACC_N4380,ACC_N2236,285.4,DEPOSIT,DEV_N2897,192.168.1.21,0
TXN000129,1774546220,ACC_F104,ACC_F105,8282.7,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000130,1774546223,ACC_N2953,ACC_N2000,410.49,DEPOSIT,DEV_N1105,192.168.1.136,0
TXN000131,1774546228,ACC_N4143,ACC_N4447,427.76,PAYMENT,DEV_N3594,192.168.1.56,0
TXN000132,1774546232,ACC_N2776,ACC_N4617,287.64,TRANSFER,DEV_N2597,192.168.1.154,0
TXN000133,1774546236,ACC_N1226,ACC_N2530,371.72,TRANSFER,DEV_N3548,192.168.1.197,0
TXN000134,1774546238,ACC_N3559,ACC_N4471,183.92,DEPOSIT,DEV_N1376,192.168.1.18,0
TXN000135,1774546242,ACC_F105,ACC_F104,5000.78,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000136,1774546245,ACC_N4280,ACC_N2743,411.01,DEPOSIT,DEV_N2565,192.168.1.232,0
TXN000137,1774546246,ACC_N4843,ACC_N2942,271.02,TRANSFER,DEV_N1879,192.168.1.215,0
TXN000138,1774546251,ACC_N2511,ACC_N1083,315.04,TRANSFER,DEV_N1212,192.168.1.227,0
TXN000139,1774546252,ACC_N2172,ACC_N4748,227.14,DEPOSIT,DEV_N2717,192.168.1.20,0
TXN000140,1774546253,ACC_N2492,ACC_N4936,103.91,DEPOSIT,DEV_N2066,192.168.1.171,0
TXN000141,1774546254,ACC_N4348,ACC_N3024,438.79,PAYMENT,DEV_N1894,192.168.1.193,0
TXN000142,1774546256,ACC_N3909,ACC_N4173,142.19,PAYMENT,DEV_N1089,192.168.1.144,0
TXN000143,1774546259,ACC_N2407,ACC_N3526,304.85,TRANSFER,DEV_N1611,192.168.1.4,0
TXN000144,1774546260,ACC_N2083,ACC_N1616,227.0,PAYMENT,DEV_N2718,192.168.1.237,0
TXN000145,1774546261,ACC_N2605,ACC_N2348,427.3,TRANSFER,DEV_N4604,192.168.1.61,0
TXN000146,1774546263,ACC_N4863,ACC_N3902,481.19,DEPOSIT,DEV_N4000,192.168.1.26,0
TXN000147,1774546266,ACC_N4066,ACC_N2517,176.89,DEPOSIT,DEV_N4834,192.168.1.18,0
TXN000148,1774546271,ACC_N4933,ACC_N1005,454.35,TRANSFER,DEV_N1192,192.168.1.101,0
TXN000149,1774546272,ACC_N1341,ACC_N2127,309.39,DEPOSIT,DEV_N4018,192.168.1.35,0
TXN000150,1774546277,ACC_N1860,ACC_N1834,213.67,TRANSFER,DEV_N3499,192.168.1.127,0
TXN000151,1774546280,ACC_N2372,ACC_N1354,15.85,PAYMENT,DEV_N4280,192.168.1.92,0
TXN000152,1774546285,ACC_N2361,ACC_N1139,491.48,TRANSFER,DEV_N1450,192.168.1.236,0
TXN000153,1774546287,ACC_N3451,ACC_N1708,138.14,DEPOSIT,DEV_N2104,192.168.1.83,0
TXN000154,1774546290,ACC_N1667,ACC_N4826,222.97,PAYMENT,DEV_N2396,192.168.1.18,0
TXN000155,1774546294,ACC_N2572,ACC_N3235,373.7,PAYMENT,DEV_N4548,192.168.1.125,0
TXN000156,1774546295,ACC_N2774,ACC_N4488,325.13,PAYMENT,DEV_N4909,192.168.1.178,0
TXN000157,1774546296,ACC_N4487,ACC_N2318,489.69,TRANSFER,DEV_N4253,192.168.1.54,0
TXN000158,1774546298,ACC_N1440,ACC_N4242,495.7,DEPOSIT,DEV_N1066,192.168.1.113,0
TXN000159,1774546302,ACC_N3389,ACC_N2617,298.15,PAYMENT,DEV_N3328,192.168.1.6,0
TXN000160,1774546306,ACC_N4942,ACC_N2494,195.87,DEPOSIT,DEV_N3263,192.168.1.143,0
TXN000161,1774546308,ACC_N3455,ACC_N3977,422.23,DEPOSIT,DEV_N4917,192.168.1.105,0
TXN000162,1774546311,ACC_N2761,ACC_N1738,462.01,TRANSFER,DEV_N4665,192.168.1.147,0
TXN000163,1774546315,ACC_N1001,ACC_N2477,14.47,PAYMENT,DEV_N4898,192.168.1.124,0
TXN000164,1774546316,ACC_N3378,ACC_N1256,94.88,DEPOSIT,DEV_N2483,192.168.1.208,0
TXN000165,1774546321,ACC_N2294,ACC_N4779,155.71,TRANSFER,DEV_N2161,192.168.1.68,0
TXN000166,1774546324,ACC_N4647,ACC_N4650,103.44,PAYMENT,DEV_N2853,192.168.1.22,0
TXN000167,1774546327,ACC_N1927,ACC_N3374,218.09,TRANSFER,DEV_N1747,192.168.1.199,0
TXN000168,1774546329,ACC_N1290,ACC_N1426,437.81,DEPOSIT,DEV_N1689,192.168.1.97,0
TXN000169,1774546333,ACC_N3551,ACC_N1383,421.56,TRANSFER,DEV_N4551,192.168.1.8,0
TXN000170,1774546337,ACC_N2225,ACC_N2907,455.04,PAYMENT,DEV_N3214,192.168.1.135,0
TXN000171,1774546339,ACC_N4272,ACC_N2778,61.87,TRANSFER,DEV_N3604,192.168.1.44,0
TXN000172,1774546342,ACC_N4360,ACC_N2798,326.84,DEPOSIT,DEV_N2571,192.168.1.151,0
TXN000173,1774546347,ACC_N3394,ACC_N2797,202.64,PAYMENT,DEV_N4396,192.168.1.101,0
TXN000174,1774546348,ACC_N1348,ACC_N2017,440.56,DEPOSIT,DEV_N1950,192.168.1.85,0
TXN000175,1774546349,ACC_N3863,ACC_N2538,225.66,DEPOSIT,DEV_N2782,192.168.1.93,0
TXN000176,1774546352,ACC_N3642,ACC_N1981,107.25,DEPOSIT,DEV_N3104,192.168.1.81,0
TXN000177,1774546357,ACC_N4983,ACC_N4053,226.54,TRANSFER,DEV_N2437,192.168.1.76,0
TXN000178,1774546360,ACC_N3537,ACC_N1007,277.21,PAYMENT,DEV_N3799,192.168.1.229,0
TXN000179,1774546363,ACC_N3837,ACC_N2008,261.43,PAYMENT,DEV_N4026,192.168.1.183,0
TXN000180,1774546365,ACC_N3759,ACC_N2007,470.92,DEPOSIT,DEV_N2415,192.168.1.232,0
TXN000181,1774546367,ACC_N2716,ACC_N1490,230.06,DEPOSIT,DEV_N1161,192.168.1.242,0
TXN000182,1774546371,ACC_F105,ACC_F104,6181.76,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000183,1774546375,ACC_F105,ACC_F103,6460.54,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000184,1774546379,ACC_N2939,ACC_N4017,115.1,TRANSFER,DEV_N3974,192.168.1.138,0
TXN000185,1774546384,ACC_N3886,ACC_N1917,206.67,TRANSFER,DEV_N4425,192.168.1.109,0
TXN000186,1774546386,ACC_N3080,ACC_N1475,184.21,DEPOSIT,DEV_N3645,192.168.1.123,0
TXN000187,1774546387,ACC_N1268,ACC_N1262,409.17,PAYMENT,DEV_N4961,192.168.1.128,0
TXN000188,1774546388,ACC_N3574,ACC_N4109,347.48,TRANSFER,DEV_N1392,192.168.1.138,0
TXN000189,1774546392,ACC_N1006,ACC_N2997,174.83,DEPOSIT,DEV_N3156,192.168.1.149,0
TXN000190,1774546393,ACC_N4048,ACC_N2985,140.53,PAYMENT,DEV_N1670,192.168.1.126,0
TXN000191,1774546398,ACC_N1141,ACC_N4851,487.48,DEPOSIT,DEV_N3756,192.168.1.207,0
TXN000192,1774546403,ACC_N3533,ACC_N2430,80.53,DEPOSIT,DEV_N3362,192.168.1.88,0
TXN000193,1774546406,ACC_N2521,ACC_N1930,155.45,TRANSFER,DEV_N4528,192.168.1.27,0
TXN000194,1774546409,ACC_N2192,ACC_N4989,24.84,TRANSFER,DEV_N4980,192.168.1.3,0
TXN000195,1774546411,ACC_N1517,ACC_N2621,99.69,TRANSFER,DEV_N4844,192.168.1.149,0
TXN000196,1774546412,ACC_N2545,ACC_N4349,472.93,PAYMENT,DEV_N4829,192.168.1.47,0
TXN000197,1774546416,ACC_N3247,ACC_N3046,12.48,TRANSFER,DEV_N2775,192.168.1.9,0
TXN000198,1774546417,ACC_N4012,ACC_N2970,195.4,TRANSFER,DEV_N4800,192.168.1.32,0
TXN000199,1774546421,ACC_N3893,ACC_N3151,103.82,TRANSFER,DEV_N3706,192.168.1.152,0
TXN000200,1774546424,ACC_N3966,ACC_N3749,46.17,PAYMENT,DEV_N4441,192.168.1.209,0
TXN000201,1774546425,ACC_N1506,ACC_N3666,12.56,TRANSFER,DEV_N4964,192.168.1.182,0
TXN000202,1774546426,ACC_N1805,ACC_N2664,28.77,TRANSFER,DEV_N1834,192.168.1.233,0
TXN000203,1774546428,ACC_N3657,ACC_N1521,209.6,PAYMENT,DEV_N4956,192.168.1.129,0
TXN000204,1774546429,ACC_N4971,ACC_N4812,253.17,DEPOSIT,DEV_N2371,192.168.1.170,0
TXN000205,1774546431,ACC_N2036,ACC_N3054,212.95,PAYMENT,DEV_N3968,192.168.1.150,0
TXN000206,1774546436,ACC_N2855,ACC_N1421,13.27,DEPOSIT,DEV_N3124,192.168.1.172,0
TXN000207,1774546440,ACC_N4370,ACC_N1180,213.43,DEPOSIT,DEV_N4216,192.168.1.35,0
TXN000208,1774546443,ACC_N1582,ACC_N4031,74.98,TRANSFER,DEV_N1513,192.168.1.65,0
TXN000209,1774546447,ACC_N2999,ACC_N2393,21.69,DEPOSIT,DEV_N4523,192.168.1.186,0
TXN000210,1774546448,ACC_N4483,ACC_N1779,291.65,TRANSFER,DEV_N1973,192.168.1.136,0
TXN000211,1774546452,ACC_N3555,ACC_N1421,101.18,DEPOSIT,DEV_N1300,192.168.1.28,0
TXN000212,1774546453,ACC_N1174,ACC_N1973,435.55,DEPOSIT,DEV_N1726,192.168.1.123,0
TXN000213,1774546455,ACC_N1713,ACC_N3171,154.76,TRANSFER,DEV_N3535,192.168.1.1,0
TXN000214,1774546460,ACC_N4217,ACC_N3751,220.26,DEPOSIT,DEV_N4717,192.168.1.187,0
TXN000215,1774546462,ACC_N3074,ACC_N2350,464.97,TRANSFER,DEV_N4816,192.168.1.160,0
TXN000216,1774546464,ACC_N4960,ACC_N3137,143.37,PAYMENT,DEV_N4431,192.168.1.114,0
TXN000217,1774546468,ACC_N3304,ACC_N2917,130.1,DEPOSIT,DEV_N1053,192.168.1.34,0
TXN000218,1774546469,ACC_N3096,ACC_N4474,68.41,DEPOSIT,DEV_N3079,192.168.1.226,0
TXN000219,1774546470,ACC_N4004,ACC_N2831,455.67,TRANSFER,DEV_N3386,192.168.1.236,0
TXN000220,1774546471,ACC_F100,ACC_F102,9374.48,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000221,1774546473,ACC_N2672,ACC_N4065,50.16,PAYMENT,DEV_N2843,192.168.1.132,0
TXN000222,1774546478,ACC_N3339,ACC_N4874,481.59,DEPOSIT,DEV_N4603,192.168.1.29,0
TXN000223,1774546479,ACC_N4155,ACC_N3093,149.23,PAYMENT,DEV_N3839,192.168.1.95,0
TXN000224,1774546480,ACC_N3837,ACC_N2660,80.26,DEPOSIT,DEV_N2786,192.168.1.9,0
TXN000225,1774546483,ACC_N3162,ACC_N4082,71.34,PAYMENT,DEV_N2347,192.168.1.46,0
TXN000226,1774546484,ACC_F104,ACC_F101,7871.58,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000227,1774546489,ACC_N4235,ACC_N1330,465.95,PAYMENT,DEV_N1080,192.168.1.240,0
TXN000228,1774546490,ACC_F105,ACC_F105,8321.67,TRANSFER,DEV_FRAUD_1,185.10.10.5,1
TXN000229,1774546495,ACC_N2410,ACC_N2137,483.2,TRANSFER,DEV_N2058,192.168.1.12,0
TXN000230,1774546499,ACC_N2832,ACC_N2759,418.11,PAYMENT,DEV_N3718,192.168.1.24,0
TXN000231,1774546501,ACC_N2795,ACC_N1215,226.86,TRANSFER,DEV_N4040,192.168.1.21,0
TXN000232,1774546504,ACC_N3350,ACC_N2024,26.31,DEPOSIT,DEV_N1963,192.168.1.222,0
TXN000233,1774546506,ACC_N1098,ACC_N3834,140.23,TRANSFER,DEV_N2814,192.168.1.41,0
TXN000234,1774546508,ACC_N4639,ACC_N2458,208.18,TRANSFER,DEV_N2699,192.168.1.17,0
TXN000235,1774546513,ACC_N4613,ACC_N3182,24.67,PAYMENT,DEV_N1304,192.168.1.200,0
TXN000236,1774546517,ACC_N2342,ACC_N3285,418.17,PAYMENT,DEV_N4916,192.168.1.26,0
TXN000237,1774546519,ACC_N3211,ACC_N3075,434.16,DEPOSIT,DEV_N1590,192.168.1.160,0
TXN000238,1774546520,ACC_N4972,ACC_N2391,392.18,PAYMENT,DEV_N1431,192.168.1.205,0
TXN000239,1774546525,ACC_N3126,ACC_N4355,62.46,PAYMENT,DEV_N3792,192.168.1.27,0
TXN000240,1774546530,ACC_N2769,ACC_N2797,168.84,PAYMENT,DEV_N1563,192.168.1.40,0
TXN000241,1774546532,ACC_N4153,ACC_N3685,190.2,TRANSFER,DEV_N1683,192.168.1.243,0
TXN000242,1774546534,ACC_N1995,ACC_N4363,487.83,PAYMENT,DEV_N1751,192.168.1.247,0
TXN000243,1774546535,ACC_N3748,ACC_N2773,35.53,PAYMENT,DEV_N1338,192.168.1.6,0
TXN000244,1774546538,ACC_N3156,ACC_N2258,367.91,PAYMENT,DEV_N2476,192.168.1.11,0
TXN000245,1774546539,ACC_N1428,ACC_N4858,391.81,PAYMENT,DEV_N3118,192.168.1.159,0
TXN000246,1774546540,ACC_N4471,ACC_N3796,423.51,DEPOSIT,DEV_N2328,192.168.1.18,0
